loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,mths_since_last_major_derog,policy_code,is_bad
4600,4600, 36 months,11.49%,151.67,B,B4,The Ritz-Carlton,6 years,RENT,50000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=866160,,credit_card,Refinance,212xx,MD,21.79,0,2/1/01,0,NA,NA,7,0,5409,75.1,13,f,NA,1,0
20000,20000, 60 months,19.03%,519.15,E,E2,Dividend Capital TRT,1 year,RENT,50000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=890836,"  Borrower added on 09/20/11 > Just trying to clear up all this debt that I have acquired a few years ago when I lost my job and my mom passed away suddenly. I ended up having to help my dad out for awhile, and he can't pay me back at all. I have been paying down more than the minimum every month, and this debt doesn't seem to move at all. <br/><br/>Thank you so much for your help! Please don't hesitate to ask any questions! Thanks!<br/> Borrower added on 09/23/11 > Thank you to those who have already lended to me! I am very grateful to each of you for helping me get back on track! <br/><br/>Thanks!<br/>null Borrower added on 09/26/11 > Still in need of lenders! As you can see, I have never missed any payments at all! I also can never declare bankruptcy, or I would lose my portion of family farms that are tied into the rest of my extended family. I cannot lose these or I will lose many investment opportunities! Please help!<br/>null Borrower added on 09/26/11 > Thanks to all that have contributed today! Just as I said before, I do own farm land. I must pay back all debt, or I could eventually lose the land! That is the last thing I want to do! <br/><br/>Thank you so much for your help!<br/> Borrower added on 09/27/11 > Still in need of investors!! You will not be disappointed!<br/><br/>Thank you so much for your help!!<br/>null Borrower added on 09/28/11 > For clarification, with this loan, I will be able to pay off the three credit cards below in the next month!<br/><br/>Thanks, everyone! :)<br/>null Borrower added on 09/29/11 > Still in need of funding!! Thanks so much for your help!!<br/>null Borrower added on 09/29/11 > 4 more days left! We can still make it! Thanks!!<br/>null",credit_card,Thank you! Credit Card Consolidation,800xx,CO,18.14,0,11/1/03,0,NA,NA,7,0,27805,97.6,18,f,NA,1,0
12650,12650, 36 months,8.90%,401.68,A,A5,NaturaLawn of America,10+ years,MORTGAGE,87504,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1041716,,debt_consolidation,debt_consolidation,217xx,MD,11.9,1,12/1/99,0,22,NA,15,0,28316,37,39,f,NA,1,0
6000,6000, 36 months,9.63%,192.57,A,A5,Capital Technology Services Inc,1 year,MORTGAGE,75000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=400393,"I want to get rid of the credit cards I have and make one payment for the three with the highest balances. By doing this, I will know the time legth of my loan. My goal is to only keep the two cards that are used for dental only and auto repairs when needed. And these two cards are, ( dental is same as cash for 12 months, and auto repairs is same as cash for 3 months.)",credit_card,Go Away Credit Cards,211xx,MD,18.67,0,9/1/93,1,64,NA,13,0,7849,40.5,39,f,NA,1,0
6800,6800, 36 months,15.65%,237.91,D,D4,"SEI Investments, Co",2 years,RENT,52000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=457481,"  568737 added on 11/04/09 > I have a very stable job and I am completely responsible. I've had a bad streak of luck, and plan to use this money to help me manage and consolidate my monthly payments.<br/> 568737 added on 11/06/09 > I have received some questions around monthly budgeting. While I gross $4333, I net about $2800 after taxes. I am paying down a loan from school expenses (almost paid off!), which costs me $330/mo and a car payment of the same amount. After rent ($736/mo), I throw away one whole paycheck, as I am paid bi-weekly. Then, I have $1400 left to pay my utilities/phone/internet/credit card bills (which total about $700) and then I have about $700 for gas, food, prescriptions, etc. Every month, I just about break even. My savings are non-existent after a car accident (not at fault), surgeries not covered by insurance, 2 landlord bankruptcies and losing about $3000 in deposits, and mono (for the second time!). Despite all of that, I have been able to maintain making my monthly payments, but I have not even touched the principal on my credit cards, which I used for and during all of the above stated. I plan on using this money to get me back on track so I can pay off all of my bills. Thank you for your generosity.<br/>",debt_consolidation,Lending a Hand,194xx,PA,22.71,0,5/1/05,2,NA,NA,12,0,8159,55.4,13,f,NA,1,0
2400,2400, 36 months,7.88%,75.08,A,A5,General Networks Corporation,< 1 year,RENT,52000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=530514,"  Borrower added on 06/13/10 > Reasons for needing this loan:<br/>-My return trip from a vacation in England got postponed a week because of the volcano, which meant more expenses and lost wages at work.<br/>-I started a new job, and there was a week delay between the new job starting, which also meant lost wages.<br/>-Because of the new job I had to move to a new location, and my old roommate is lot letting me find a replacement, so I have to continue paying rent till November.<br/><br/>I will be using this money to recover from my recent issues and get back on track. This loan is a much better rate than putting everything on my credit card. With the new job I will be bringing in a steady stream of money and will be able to pay off this loan well before the 3 year term. <br/><br/>Reasons why I am a good borrower:<br/>-I have never missed a payment on anything.<br/>-I have purchased and completely paid off a new car well before the term of that loan.<br/>-I have a steady job working for a company hired by Disney.<br/>-I have a credit score of 713 (I checked this morning) and am only 25.<br/><br/>If you have any questions about me, reasons for the loan, or what I will be using the loan on Please ask.<br/>",debt_consolidation,Recovery,915xx,CA,14.68,0,5/1/79,0,32,NA,7,0,11167,47.5,12,f,NA,1,0
20000,20000, 36 months,10.75%,652.41,B,B2,N/A,2 years,MORTGAGE,109720,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=565659,,debt_consolidation,"Goodbye, Debt.",941xx,CA,8.49,0,3/1/02,0,NA,NA,6,0,17145,60.6,16,f,NA,1,0
4500,4500, 36 months,6.39%,137.7,A,A1,Macy's Systems and Technology,10+ years,MORTGAGE,85100,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=556446,"  Borrower added on 07/30/10 > I have a credit account balance of $4,400 at 23%.  I am paying well over the minimum monthly payment, but I get nauseous every time I look at the interest charges. This is my last credit card bill and then I'm debt free except for the mortgage.<br/>",debt_consolidation,Pay off credit card with LC's lower rate,300xx,GA,6.35,0,3/1/99,0,NA,NA,8,0,4446,9.1,24,f,NA,1,0
2500,2500, 36 months,9.62%,80.23,B,B3,Hyatt,1 year,RENT,19968,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=620448,  Borrower added on 11/22/10 > I need to pay off my credit card which before the interest rate kicks in. It is at a 0% interest rate at the moment and I would not like to pay a high interest rate on it.<br/> Borrower added on 11/22/10 > I have a steady job that I very much enjoy and plan on keeping at least until after I graduate.<br/>,debt_consolidation,Personal Loan,786xx,TX,2.94,0,10/1/06,3,NA,NA,4,0,1523,38.1,7,f,NA,1,1
19000,19000, 60 months,16.49%,467.01,D,D3,Roberts Truck Center,4 years,MORTGAGE,110000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=798551,"Borrower added on 06/27/11 > This loan is help sell my house which will cover broker fees and closing costs. Once the house sells (it is under contract now) my total debt (including this loan) will be $44,000. My total salary is $110,000 per year so this will help me meet my goal of being debt free in 14 months. I have a credit score of 735 and no late payments... ever. I have been employed with my current employer for 3 years and 6 months.",other,House Selloff,730xx,OK,9.81,0,5/1/01,1,35,NA,13,0,7553,29.5,24,f,NA,1,0
6475,6475, 36 months,5.42%,195.29,A,A1,"Apple, Inc.",< 1 year,RENT,30000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=652607,  Borrower added on 01/12/11 > I'll be using this loan to help pay off my credit-card debt of which I accrued for unforeseen family events. I am a good borrower because I repay my debts. I currently work for one of the country's largest retail stores and my job is extremely stable. My monthly budget will be more manageable with the help of this loan. I am grateful to those who can assist.<br/>,credit_card,My CORE Loan,100xx,NY,7.2,0,11/1/90,0,NA,NA,7,0,6107,34.9,24,f,NA,1,0
20400,20400, 60 months,11.71%,450.81,B,B3,,n/a,RENT,40800,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1054702,  Borrower added on 12/06/11 > consolidate debts<br>,debt_consolidation,Debt Consolidation,361xx,AL,10.94,0,2/1/90,0,78,NA,9,0,23070,50.6,23,f,NA,1,0
8000,8000, 36 months,10.99%,261.88,B,B3,Frisco Independent School District,10+ years,MORTGAGE,68000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=767012,  Borrower added on 05/24/11 > Building a new 30&quot; Retaining wall to level backyard and installing a new 8'0&quot; tall cedar fence around backyard.  Also adding a water feature and 3 outdoor outlets<br/>,home_improvement,Home Improvement,750xx,TX,0.26,0,12/1/03,2,NA,NA,3,0,0,0,12,f,NA,1,0
7000,7000, 36 months,13.99%,239.21,C,C3,Pfizer,2 years,RENT,85000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=859754,,medical,Med bills,925xx,CA,1.91,1,5/1/93,2,19,NA,7,0,2640,45.5,32,f,NA,1,0
5000,5000, 36 months,15.62%,174.85,D,D1,Catholic Charities,6 years,MORTGAGE,59000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=778300,  Borrower added on 06/04/11 > I am using the funds to install new kitchen cabinets and granite counter tops. This will improve my homes value plus I will enjoy cooking more with a modern kitchen. Thank You for your help in advance<br/>Borrower added on 06/04/11 > I am using the funds to install new kitchen cabinets and granite counter tops. This will improve my homes value plus I will enjoy cooking more with a modern kitchen. Thank You for your help in advance<br/>,home_improvement,looking to remolding kitchen,087xx,NJ,8.91,1,4/1/92,1,4,114,13,1,13355,46.4,22,f,NA,1,0
9000,9000, 36 months,8.94%,285.95,A,A5,Virginia Military Institute,7 years,RENT,48000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=464824, 582795 added on 12/01/09 > Loan is for refinancing the remaining balance of an auto loan (at a better rate).<br/>,car,Auto Refinancing,244xx,VA,16.35,0,10/1/98,3,NA,NA,15,0,9348,22.2,18,f,NA,1,0
6150,6150, 36 months,5.99%,187.07,A,A2,Network Interpreting Service,5 years,RENT,77385.19,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=788686,,debt_consolidation,Consolidate&PAYOFFCar& Credit,921xx,CA,14.1,0,1/1/01,0,NA,NA,7,0,13018,52.7,25,f,NA,1,0
7200,7200, 60 months,18.64%,185.35,E,E1,JJL Greenhouse  Inc.,6 years,RENT,30000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=992446,,home_improvement,Home Improvement,774xx,TX,13.56,0,9/1/03,2,42,NA,4,0,0,0,13,f,NA,1,0
9850,2300, 36 months,14.82%,79.53,E,E3,Defense Associates Inc.,6 years,MORTGAGE,75000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=339569,We are a Government Vendor that work under two government contracts.  We are a Small Service Disabled Veteran Owned Business. We have been in business for 4 years and are looking for some working capitol to support recent growth. Our gross sales exceed 2 million annually. Please check us out at www.defasc.com.  We look forward to working with you.,other,Small Business Loan,275xx,NC,16.05,0,12/1/99,1,42,NA,4,0,894,89.4,10,f,NA,1,0
6400,6400, 36 months,10.37%,207.63,B,B3,UPS,10+ years,MORTGAGE,103000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=661748,,debt_consolidation,Debt relief,400xx,KY,7.74,0,5/1/94,1,40,NA,10,0,9154,41.4,37,f,NA,1,0
2700,2700, 36 months,7.88%,84.46,A,A5,Intermec Technologies,2 years,RENT,35000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=534655,"  Borrower added on 06/22/10 > This loan is for the purchase of a motorcycle on ebay. The bike is priced below bluebook value, so it is to good of a deal to pass up. The only reason I would consider doing a loan like this is to keep extra cash in my pocket, otherwise I would have just paid cash. <br/>I work for an electronics company in Charlotte,NC. I troubleshoot handheld scanners that UPS/FedEx use. Work has been stable and strong for years now since we are one of two repair facilities left in the US. <br/>As for a monthly budget, I pull in around $2,900 a month with only about $900 in expenses. <br/>For why am I a good borrower, well lets say that I believe in the old school philosophy, that when a man gives his word on a debt, he pays it in full and on time.<br/> Borrower added on 06/22/10 > Just wanted to add, that this is my 4th bike I have purchased since I started riding 9 years ago.<br/>",major_purchase,TL1000,297xx,SC,23.25,0,2/1/01,2,32,NA,7,0,528,6.8,25,f,NA,1,0
1000,1000, 36 months,14.22%,34.29,C,C5,TD Bank,5 years,RENT,38400,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=509895,,major_purchase,Need Money Fast,081xx,NJ,14.09,0,11/1/05,2,NA,NA,3,0,652,81.5,7,f,NA,1,0
11000,11000, 36 months,6.62%,337.75,A,A2,Freeman,10+ years,MORTGAGE,170000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=983818,,major_purchase,Boat Loan,207xx,MD,4.79,0,11/1/98,2,NA,NA,7,0,2682,16.5,25,f,NA,1,0
6000,6000, 36 months,12.21%,199.89,B,B5,knxv-tv,2 years,MORTGAGE,240000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=418062,"Hello, I want to pay off a higher interest rate credit card in a shorter time with less overall interest.     I've got a great job that pays 6 figures.    I also make $60,000+ a year from vacation rental property I own. This can be verified since there is management at the resorts.     My credit scores are high and I've never been late with a payment (as you'll see).     I do have higher debt and am working to reduce it by paying it off and reducing rates on what I do have.     If you count my debt against me, please count my additional $60,000+ income as well since the vacation rentals were bought with part of that debt.  Thanks",credit_card,paying off higher interest card,852xx,AZ,13.13,0,5/1/93,0,NA,NA,18,0,394107,77.6,51,f,NA,1,0
